CaseNumber,CaseName,CaseCategoryDesc,CaseStatusDesc,PrimaryLaw,PrimarySection,DateFiled,SettlementDate,FedPenalty,SEPCost,TotalCompActionAmt,SettlementCnt
FL-N00000504,JAHNA PROPERTY PRESTIGE AB REA (Permit FLG110588) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/11/2009,,0,0,0,1
FL-N00000506,EARTH TECH INC. CBP (Permit FLG110774) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,12/12/2008,,0,0,0,1
FL-N00000511,PROGRESS ENERGY CRYSTAL RIVER (Permit FL0000159) Cwa Penalty Ao,Administrative - Formal,Final Order Issued,CWA,CWA,10/11/2006,10/11/2006,0,0,0,1
FL-N00000512,HOWARD F. CURREN AWTP (Permit FL0020940) Stipulated Penalty/Penalty Notice,Judicial,Closed,CWA,CWA,10/26/2006,,0,0,0,1
FL-N00000513,MID-COUNTY SERVICES INC. (Permit FL0034789) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,11/21/2006,11/21/2006,0,0,0,1
FL-N00000514,FLORIDA POWER CORP BARTOW PLAN (Permit FL0000132) Cwa Penalty Ao,Administrative - Formal,Final Order Issued,CWA,CWA,09/08/2006,09/08/2006,0,0,0,1
FL-N00000515,AUBURNDALE ALLRED WWTP (Permit FL0021466) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,06/30/2006,06/30/2006,0,0,0,1
FL-N00000516,GEORGIA PACIFIC CORP. - PALATK (Permit FL0002763) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,12/05/2007,,0,0,0,1
FL-N00000517,TOWN OF CENTURY (Permit FL0032468) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,01/03/2008,01/03/2008,0,0,0,1
FL-N00000518,CITY OF LYNN HAVEN (Permit FL0169978) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/13/2007,12/13/2007,0,0,0,1
FL-N00000523,FORMER PROFESSIONAL MUFFLER (Permit FLG912129) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,12/04/2008,,0,0,0,1
FL-N00000525,RACEWAY STORE #769 (Permit FLG912217) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,06/20/2007,06/20/2007,0,0,0,1
FL-N00000526,FORMER COURT STREET TEXACO (Permit FLG912852) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,02/07/2008,02/07/2008,0,0,0,1
FL-N00000528,TOWN OF HASTINGS (Permit FL0042315) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,10/25/2005,10/25/2005,0,0,0,1
FL-N00000531,"BOWER ENTERPRISES, INC. - POLK (Permit FLG110321) Cwa Penalty Ao",Administrative - Formal,Final Order Issued,CWA,CWA,09/12/2006,09/12/2006,0,0,0,1
FL-N00000532,"TARMAC AMERICA, INC /FAIRGROUN (Permit FLG110403) Cwa Penalty Ao",Administrative - Formal,Final Order Issued,CWA,CWA,08/28/2006,08/28/2006,0,0,0,1
FL-N00000533,"TARMAC AMERICA, INC /MANGONIA (Permit FLG110404) Cwa Penalty Ao",Administrative - Formal,Final Order Issued,CWA,CWA,08/28/2006,08/28/2006,0,0,0,1
FL-N00000534,TARMAC AMERICA - SOUTH MIAMI P (Permit FLG110536) Cwa Penalty Ao,Administrative - Formal,Final Order Issued,CWA,CWA,08/28/2006,08/28/2006,0,0,0,1
FL-N00000536,PASCO COUNTY MASTER REUSE SYST (Permit FL0127272) Stipulated Penalty/Penalty Notice,Judicial,Complaint Filed,CWA,CWA,10/25/2007,,0,0,0,1
FL-N00000537,DAYTONA BEACH/BETHUNE POINT (D (Permit FL0025984) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,03/14/2008,02/24/2012,0,0,0,3
FL-N00000538,OCPUD/EASTERLY SUBREGIONAL STP (Permit FL0038849) Stipulated Penalty/Penalty Notice,Judicial,Complaint Filed,CWA,CWA,04/16/2008,,0,0,0,1
FL-N00000540,PONTE VEDRA WWTP (Permit FL0117951) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/12/2008,,0,0,0,1
FL-N00000542,"PAKHOED DRY BULK TERMINALS, IN (Permit FL0122904) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,05/22/2008,05/05/2020,0,0,0,9
FL-N00000545,RIDGE GENERATING STATION (Permit FLS132772) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,02/20/2007,02/20/2007,0,0,0,1
FL-N00000546,COCA COLA FOODS- MINUTE MAID F (Permit FL0000477) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,06/06/2007,06/06/2007,0,0,0,1
FL-N00000547,TRADEMARK NITROGEN CORPORATION (Permit FL0000647) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,06/06/2007,06/06/2007,0,0,0,1
FL-N00000548,"RAYONIER, INC (Permit FL0000701) Cwa Penalty Ao",Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,02/19/2007,,0,0,0,1
FL-N00000550,"CARGILL FERTILIZER, INC. - RIV (Permit FL0000761) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,06/02/2008,06/02/2008,0,0,0,1
FL-N00000551,TAMPA ELECTRIC CO. BIG BEN POW (Permit FL0000817) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,07/24/2008,,0,0,0,1
FL-N00000552,TAMPA ELECTRIC CO. BIG BEN POW (Permit FL0000817) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/09/2009,,0,0,0,1
FL-N00000556,"BUCKEYE FLORIDA, LP (Permit FL0000876) Cwa Penalty Ao",Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/22/2007,,0,0,0,1
FL-N00000558,U.S. AGRI-CHEMICALS CORPORATIO (Permit FL0001902) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,01/06/2009,01/06/2009,0,0,0,1
FL-N00000559,PALMETTO WWTP CITY OF (Permit FL0020401) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,09/12/2000,09/12/2000,0,0,0,1
FL-N00000562,RIVERSIDE PLAZA (Permit FL0039691) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/01/2000,12/01/2000,0,0,0,1
FL-N00000563,KOLOR TRAX (Permit FLU000697) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/06/2000,12/06/2000,0,0,0,1
FL-N00000564,VCDSWM/TOMOKA FARMS ROAD LANDF (Permit FL0037877) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,12/14/2000,12/14/2000,0,0,0,1
FL-N00000569,CAPE CORAL (Permit FL0030007) Penalty Ao Issued By State,Administrative - Formal,Final Order Issued,CWA,CWA,09/28/2001,09/28/2001,0,0,0,1
FL-N00000570,BRIDGEWAY ACRES CLASS I LANDFI (Permit FL0168505) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,09/13/2001,09/13/2001,0,0,0,1
FL-N00000572,HARBOR GROVE TREATMENT PLANT (Permit FL0020915) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,10/11/2001,10/11/2001,0,0,0,1
FL-N00000573,AMERADA HESS CORPORATION (Permit FL0034622) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,08/20/2001,08/20/2001,0,0,0,1
FL-N00000574,CITY HALL (Permit FL0026344) Penalty Ao Issued By State,Administrative - Formal,Final Order Issued,CWA,CWA,08/07/2003,08/07/2003,0,0,0,1
FL-N00000576,TAMPA ELECTRIC CO. BIG BEN POW (Permit FL0000817) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,12/06/2000,12/16/2011,0,0,0,8
FL-N00000577,"MULBERRY, CITY OF WWTP (Permit FL0020338) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,04/23/2003,04/23/2003,0,0,0,1
FL-N00000579,550 N. ORCHARD ST. (Permit FL0020532) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,01/06/2003,01/06/2003,0,0,0,1
FL-N00000583,CITY OF HIALEAH COLL. SYS. (Permit FLU010408) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,10/12/2001,10/12/2001,0,0,0,1
FL-N00000584,CITY OF ARCADIA GARBAGE TRUCK (Permit FLU010963) Penalty Ao Issued By State,Administrative - Formal,Final Order Issued,CWA,CWA,07/26/2001,07/26/2001,0,0,0,1
FL-N00000585,PROGRESS ENERGY CRYSTAL RIVER (Permit FL0000159) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,12/07/2001,12/07/2001,0,0,0,1
FL-N00000589,CITY HALL (Permit FL0026344) Penalty Ao Issued By State,Administrative - Formal,Final Order Issued,CWA,CWA,05/30/2003,05/30/2003,0,0,0,1
FL-N00000591,SCES/NORTHWEST REGIONAL STP (Permit FL0042625) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,10/31/2003,10/31/2003,0,0,0,1
FL-N00000592,CITY OF LYNN HAVEN (Permit FL0169978) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/20/2002,12/20/2002,0,0,0,1
FL-N00000593,JOHN R KELLY GENERATING (Permit FL0026646) Penalty Ao Issued By State,Administrative - Formal,Final Order Issued,CWA,CWA,10/16/2003,10/16/2003,0,0,0,1
FL-N00000594,TAMPA ELECTRIC COMPANY-F.J. GA (Permit FL0000809) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,03/05/2003,03/05/2003,0,0,0,1
FL-N00000598,SOUTHWEST DISTRICT WWTF (Permit FL0026468) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,12/21/1999,12/21/1999,0,0,0,1
FL-N00000604,"ANHEUSER BUSCH-MAIN ST,OLD SOD (Permit FL0041530) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,11/17/2003,11/17/2003,0,0,0,1
FL-N00000605,CITY OF APALACHICOLA (Permit FL0038857) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,03/02/2004,03/02/2004,0,0,0,1
FL-N00000606,"ANHEUSER BUSCH-MAIN ST,OLD SOD (Permit FL0041530) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,08/26/2002,08/26/2002,0,0,0,1
FL-N00000609,"GRANADA HOUSE, POMPANO BEACH (Permit FL0002844) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,12/18/2003,12/18/2003,0,0,0,1
FL-N00000610,ST. ANDREWS WWTF (Permit FL0020451) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,03/08/2004,03/08/2004,0,0,0,1
FL-N00000611,SAN JOSE SUBDIVISION (Permit FL0023663) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,08/18/2003,,0,0,0,1
FL-N00000612,BUCKMAN STREET WWTF (Permit FL0026000) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,08/18/2003,,0,0,0,1
FL-N00000613,JOHN R KELLY GENERATING (Permit FL0026646) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,03/08/2004,03/08/2004,0,0,0,1
FL-N00000614,WILLIAM TYSON (Permit FL0027511) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,01/02/2004,01/02/2004,0,0,0,1
FL-N00000618,POINCIANA UTILITIES STP #3 (Permit FL0036862) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,12/01/2003,12/01/2003,0,0,0,1
FL-N00000620,ANASTASIA ISLAND WWTP (Permit FL0038831) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,01/12/2004,,0,0,0,1
FL-N00000621,"MILLVILLE AWT FACILITY, THE CI (Permit FL0170909) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,03/08/2004,03/08/2004,0,0,0,1
FL-N00000623,"MID COAST CONCRETE CO., INC. (Permit FLG110009) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,01/29/2004,01/29/2004,0,0,0,1
FL-N00000626,E.I. DUPONT DE NEMOUR-MAXVILLE (Permit FL0040274) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,01/07/2004,,0,0,0,1
FL-N00000627,EAST CENTRAL REGIONAL WWTP (Permit FL0041360) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,10/22/2003,,0,0,0,1
FL-N00000628,FRUITVILLE WWTP (Permit FL0134589) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,01/12/2004,01/12/2004,0,0,0,1
FL-N00000629,MILITARY POINT REGIONAL AWT FA (Permit FL0167959) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,09/26/2003,09/26/2003,0,0,0,1
FL-N00000631,U.S. AGRI-CHEMICALS CORPORATIO (Permit FL0001902) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,04/02/2004,,0,0,0,1
FL-N00000632,PLANT CITY WATER RECLAMATION F (Permit FL0026557) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,06/17/2003,06/17/2003,0,0,0,1
FL-N00000634,"NORTHSIDE STATION UNITS 1,2,3 (Permit FL0001031) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,12/26/2002,12/26/2002,0,0,0,1
FL-N00000635,MONTEREY WWTF (Permit FL0023604) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,02/27/2004,,0,0,0,1
FL-N00000636,"MID COAST CONCRETE CO., INC.- (Permit FLG110089) Cwa Penalty Ao",Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,04/19/2004,,0,0,0,1
FL-N00000637,ANASTASIA ISLAND WWTP (Permit FL0038831) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,01/09/2004,,0,0,0,1
FL-N00000638,G.R.U. STP #5-KANAPAHA DIW (Permit FL0112895) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/10/2003,12/10/2003,0,0,0,1
FL-N00000639,PORT ORANGE (DW) (Permit FL0020559) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,05/21/2004,05/21/2004,0,0,0,1
FL-N00000641,RIDGE GENERATING STATION (Permit FLS132772) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,05/24/2004,05/24/2004,0,0,0,1
FL-N00000643,PORT ORANGE (DW) (Permit FL0020559) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,02/25/2003,02/25/2003,0,0,0,1
FL-N00000644,550 N. ORCHARD ST. (Permit FL0020532) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,10/06/2003,,0,0,0,1
FL-N00000645,"PAKHOED DRY BULK TERMINALS, IN (Permit FL0122904) Stipulated Penalty/Penalty Notice",Judicial,Closed,CWA,CWA,01/31/2003,,0,0,0,1
FL-N00000646,"PAKHOED DRY BULK TERMINALS, IN (Permit FL0122904) Stipulated Penalty/Penalty Notice",Judicial,Closed,CWA,CWA,07/07/2003,,0,0,0,1
FL-N00000647,ACME BLOCK AND CONCRETE INC (Permit FLG110604) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/17/2004,,0,0,0,1
FL-N00000648,TRADEMARK NITROGEN CORPORATION (Permit FL0000647) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,11/21/2003,11/21/2003,0,0,0,1
FL-N00000649,P.O. DRAWER 2217 (Permit FL0021270) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,02/18/2004,02/18/2004,0,0,0,1
FL-N00000650,JOHN R KELLY GENERATING (Permit FL0026646) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,01/05/2004,,0,0,0,1
FL-N00000652,E.I. DUPONT DE NEMOUR-MAXVILLE (Permit FL0040274) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,07/31/2003,01/10/2012,0,0,0,2
FL-N00000653,HICKS CONCRETE BATCH PLANT (Permit FLG110168) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,10/28/2003,,0,0,0,1
FL-N00000656,"EDGEWATER, CITY OF (DW) (Permit FL0021431) Cwa Penalty Ao",Administrative - Formal,Closed,CWA,CWA,11/22/2002,,0,0,0,1
FL-N00000657,AUBURNDALE ALLRED WWTP (Permit FL0021466) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,12/12/2002,12/12/2002,0,0,0,1
FL-N00000658,BUCKMAN STREET WWTF (Permit FL0026000) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,11/05/2002,,0,0,0,1
FL-N00000659,SOUTHWEST DISTRICT WWTF (Permit FL0026468) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,11/05/2002,,0,0,0,1
FL-N00000660,SOUTH COUNTY REGIONAL WWTP (Permit FL0028061) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,12/27/2002,,0,0,0,1
FL-N00000661,SOUTH COUNTY REGIONAL WWTP (Permit FL0028061) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/27/2002,12/27/2002,0,0,0,1
FL-N00000665,IRCUD/HOBART PARK REVERSE OSMO (Permit FL0166511) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,06/12/2002,06/12/2002,0,0,0,1
FL-N00000668,LOXAHATCHEE ENV. CONTROL DIST. (Permit FL0034649) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,07/19/2004,,0,0,0,1
FL-N00000671,SPENCER WWTP (Permit FL0173371) Administrative Consent Order,Administrative - Formal,Closed Superseded,CWA,CWA,08/23/2004,08/23/2004,0,0,0,1
FL-N00000674,"CARGILL FERTILIZER, INC. - RIV (Permit FL0000761) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,09/02/2004,09/02/2004,0,0,0,1
FL-N00000676,"HOLLY HILL, CITY OF (DW) (Permit FL0027677) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,09/08/2004,09/08/2004,0,0,0,1
FL-N00000678,VENICE EASTSIDE WWTP (Permit FL0041441) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,08/05/2004,08/05/2004,0,0,0,1
FL-N00000679,ORANGE PARK WWTP (Permit FL0023922) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,10/01/2004,10/01/2004,0,0,0,1
FL-N00000680,DAYTONA BEACH/BETHUNE POINT (D (Permit FL0025984) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,09/29/2004,09/29/2004,0,0,0,1
FL-N00000684,SILVER SPRINGS CITRUS/SPRAYFIE (Permit FL0175412) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,02/02/2005,,0,0,0,1
FL-N00000685,LOWRY PARK ZOOLOGICAL GARDENS (Permit FL0186651) Cwa Penalty Ao,Administrative - Formal,Closed,CWA,CWA,04/08/2005,04/08/2005,0,0,0,1
FL-N00000686,CHEVRON KWIK STOP (Permit FLG911813) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/01/2005,,0,0,0,1
FL-N00000687,SCHWAB READY-MIX VENICE BATCH (Permit FLG110166) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,06/09/2005,,0,0,0,1
FL-N00000688,"CORONET INDUSTRIES, INC. (Permit FL0034657) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,06/01/2005,06/01/2005,0,0,0,1
FL-N00000692,550 N. ORCHARD ST. (Permit FL0020532) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,01/31/2005,01/31/2005,0,0,0,1
FL-N00000698,NEW SMYRNA BEACH (DW) (Permit FL0172090) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,08/02/2005,08/02/2005,0,0,0,1
FL-N00000701,"MILTON, CITY OF (STP) (Permit FL0021903) Cwa Penalty Ao",Administrative - Formal,Final Order Issued,CWA,CWA,03/16/2005,03/16/2005,0,0,0,1
FL-N00000702,DIXIE LIME AND STONE MINE (Permit FL0025569) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,04/06/2005,,0,0,0,1
FL-N00000703,DIXIE LIME AND STONE MINE (Permit FL0025569) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,04/08/2005,,0,0,0,1
FL-N00000704,CITY OF PERRY (Permit FL0026387) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,04/18/2005,04/18/2005,0,0,0,1
FL-N00000705,"BONIFAY, CITY OF (STP) (Permit FL0027731) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,05/17/2005,05/17/2005,0,0,0,1
FL-N00000706,JASPER WWTP (Permit FL0027880) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,03/22/2005,03/22/2005,0,0,0,1
FL-N00000708,LEE COUNTY UTIL-FIESTA VILLAGE (Permit FL0039829) Cwa Penalty Ao,Administrative - Formal,Complaint Filed/AO Issued,CWA,CWA,05/12/2005,,0,0,0,1
FL-N00000714,STATE ROUTE 125 (Permit FL0000035) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,12/21/2000,12/21/2000,0,0,0,1
FL-N00000716,E.I. DUPONT DE NEMOUR-MAXVILLE (Permit FL0040274) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,12/21/2000,12/21/2000,0,0,0,1
FL-N00000717,PANAMA CITY BEACH (Permit FL0021512) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,01/08/2001,01/08/2001,0,0,0,1
FL-N00000718,NAVARRE BEACH STP (Permit FL0023981) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,05/15/2001,05/15/2001,0,0,0,1
FL-N00000719,PRICE BROTHERS CO. (Permit FL0041319) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,02/01/2002,02/01/2002,0,0,0,1
FL-N00000720,"PAKHOED DRY BULK TERMINALS, IN (Permit FL0122904) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,12/04/2001,12/04/2001,0,0,0,1
FL-N00000723,"TROPICANA PRODUCTS, INC. (Permit FL0000043) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,03/27/2002,03/27/2002,0,0,0,1
FL-N00000724,FT MYERS CENTRAL AWTP (Permit FL0021261) Penalty Ao Issued By State,Administrative - Formal,Final Order Issued,CWA,CWA,04/02/2002,04/02/2002,0,0,0,1
FL-N00000725,LAKELAND MCINTOSH PLANT (Permit FL0026301) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/10/2001,12/10/2001,0,0,0,1
FL-N00000727,OCPUD/ORANGE COUNTY LANDFILL (Permit FL0037133) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,01/05/2001,01/05/2001,0,0,0,1
FL-N00000728,BRADFORD COUNTY (Permit FL0000051) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,08/18/1999,08/18/1999,0,0,0,1
FL-N00000729,LEWIS BULK TERMINALS (Permit FLU970626) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,01/18/2001,01/18/2001,0,0,0,1
FL-N00000730,TAMPA ELECTRIC CO. BIG BEN POW (Permit FL0000817) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,11/29/1999,11/29/1999,0,0,0,1
FL-N00000732,TAMPA ELECTRIC CO. BIG BEN POW (Permit FL0000817) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,04/17/2002,04/17/2002,0,0,0,1
FL-N00000733,"QUINCY, CITY OF (STP) (Permit FL0029033) Penalty Ao Issued By State",Administrative - Formal,Closed,CWA,CWA,12/03/2001,12/03/2001,0,0,0,1
FL-N00000734,CUTRALE CITRUS SPRAYFIELD (IW) (Permit FL0105619) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,04/24/2002,04/24/2002,0,0,0,1
FL-N00000736,"BONIFAY, CITY OF (STP) (Permit FL0027731) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,01/29/2001,01/29/2001,0,0,0,1
FL-N00000738,SEMINOLE ELECTRIC - STEAM (Permit FL0036498) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,08/24/2001,08/24/2001,0,0,0,1
